200000202,61,G
200000206,42859,G
200000208,81,G
200000211,18,G
200000231,54,G
200000234,42880,G
200000236,11749,G
200000237,42857,G
200000272,11780,G
224000002,21,G
224000003,23,G
224000004,31,G
224000005,11567,G
224000007,25,G
224000008,510,G
224000010,63,G
224000011,42755,G
224000018,20,G
224000019,3200,G
224000020,26,G
224000021,28,G
224000022,29,G
224000024,520,G
224000027,42761,G
224000028,42825,G
224000029,530,G
224000030,36,G
224000032,120,G
224000033,7,G
224000034,36192,G
224000035,36220,G
224000036,11-A,G
224000037,11-B,G
224000038,11-C,G
224000040,5604,G
224000045,37,G
224000046,13516,G
224000047,3300,G
224000048,42763,G
224000049,42764,G
224000050,3400,G
216000040,97,G
216000047,5602,G
210000027,12,G
229000020,80,G
229000022,900,G
229000025,3,G
229000028,200,G
229000034,70,G
229000038,90,G
229000039,567,G
229000041,150,G
229000043,9,G
229000061,2200,G
229000062,38,G
229000067,600,G
229000071,99,G
229000072,G7111,G
229000083,2604181,G
229000087,56,G
229000088,52,G
229000097,9030,G
229000116,28126,G
229000117,28157,G
229000118,28185,G
229000119,28216,G
229000120,28246,G
229000136,42755,G
229000138,20,G
229000235,7700,G
229000001,11,G
229000002,43040,G
229000003,12,G
229000009,19,G
229000010,30,G
229000013,17,G
229000014,43070,G
229000015,43041,G
229000016,43042,G
229000023,9710,G
229000027,31,G
229000033,93,G
229000042,92,G
229000064,22,G
229000076,42757,G
229000084,37,G
229000085,40544,G
229000086,42754,G
229000101,10,G
229000108,95,G
229000121,15,G
229000122,42808,G
229000123,42780,G
229000127,34029,G
229000128,34060,G
229000129,34090,G
229000130,34121,G
229000131,34151,G
229000132,13516,G
229000133,13547,G
229000134,34182,G
229000135,34213,G
229000137,33970,G
229000139,34243,G
229000140,34001,G
229000141,42749,G
229000143,33604,G
238000005,14277,G
238000006,14458,G
238000009,13881,G
238000010,14001,G
238000011,14062,G
238000012,13940,G
238000013,14032,G
238000021,14093,G
238000022,14124,G
238000023,14154,G
238000024,70,G
238000025,25569,G
238000026,25600,G
238000027,25628,G
200000093,51,G
200000101,42826,G
200000103,9,G
200000106,46,G
200000107,88,G
200000110,3007,G
